48,1,24.9082558704,0.2648519444,6.597,2,0,0,1,
49,5,37.1409017347,0.5008494444,18.602,3,0,0,2,
50,5,37.1409017347,0.5008494444,18.602,3,0,0,2,
51,2,72.9267545204,0.0090638889,0.661,1,0,0,2,
54,1,0.0663753526,0.0150658333,0.001,2,0,0,1,
55,1,83.3281350578,0.0837172222,6.976,3,0,0,1,
56,1,83.3281350578,0.0837172222,6.976,3,0,0,1,
58,6,96.2060288174,0.3506952778,33.739,2,0,0,2,
61,1,3.2376747609,0.0101925,0.033,2,0,0,2,
63,1,0.5821004123,0.0034358333,0.002,2,0,0,2,
65,1,1.3868378812,0.0043263889,0.006,2,0,0,2,
67,1,0.1808651382,0.0331738889,0.006,2,0,0,2,
70,1,0.187306515,0.0320330556,0.006,2,0,0,2,
71,1,2.7403516785,0.0036491667,0.01,2,0,0,2,
78,1,1.5517719142,0.0090219444,0.014,2,0,0,2,
99,1,0.8916142146,0.0325252778,0.029,2,0,0,2,
128,1,1.2619744642,0.1331247222,0.168,2,0,0,2,
131,7,19.8334720521,0.5092905556,10.101,3,0,0,1,
132,7,16.8934214663,0.5637105556,9.523,3,0,0,1,
133,7,20.5827023203,0.4931811111,10.151,3,0,0,1,
134,8,0.3074546859,0.4586041667,0.141,2,0,0,1,
135,8,0.3074546859,0.4586041667,0.141,2,0,0,1,
136,9,21.6717437151,0.2489416667,5.395,3,0,0,1,
137,9,21.6717437151,0.2489416667,5.395,3,0,0,1,
138,9,33.2011779795,0.1046047222,3.473,3,0,0,1,
139,9,33.2011779795,0.1046047222,3.473,3,0,0,1,
140,9,26.8955892314,0.2304838889,6.199,3,0,0,1,
141,9,26.8955892314,0.2304838889,6.199,3,0,0,1,
142,9,31.0853313305,0.2404027778,7.473,3,0,0,1,
143,9,31.0853313305,0.2404027778,7.473,3,0,0,1,
145,8,0.4619295485,0.1147361111,0.053,2,0,0,1,
146,8,0.7771349624,0.0193016667,0.015,2,0,0,1,
147,8,1.2831836963,0.3553661111,0.456,2,0,0,1,
148,8,1.487691127,0.0047052778,0.007,2,0,0,1,
149,8,23.0511917164,0.3183783333,7.339,3,0,0,1,
150,7,21.2391801942,0.4751125,10.091,3,0,0,1,
151,7,21.3008271746,0.4431752778,9.44,3,0,0,1,
153,7,24.4305935108,0.4166497222,10.179,3,0,0,1,
155,1,0.6372057349,0.0047080556,0.003,2,0,0,2,
156,3,17.927771315,0.0212519444,0.381,3,0,0,1,
157,10,0.1961224163,0.0866805556,0.017,1,0,0,2,
158,10,0.0358392609,0.0558047222,0.002,1,0,0,2,
159,1,1.0339875539,0.0029013889,0.003,3,0,0,2,
171,1,8.9856479235,0.0040063889,0.036,1,3,1,2,008 - SANTA TEREZA B INDUSTRIA
173,1,0.7276843467,0.0137422222,0.01,3,0,0,1,carro
177,1,3.4564424246,0.0043397222,0.015,3,1,1,2,040 - MARCOS FREIRE II DIA 
179,1,1.5806805708,0.0050611111,0.008,3,1,2,2,008 - SANTA TEREZA B INDUSTRIA
180,1,0.2549123739,0.0235375,0.006,2,0,0,1,carro
190,1,0.9195402299,0.002175,0.002,2,0,0,1,carro
205,1,1.0229088972,0.0078208333,0.008,3,2,1,2,409 - RIOMAR DIA 
206,1,0.0601222486,0.0166327778,0.001,3,0,0,1,carro
207,1,0.0669367156,0.1045763889,0.007,3,0,0,1,carro
208,1,13.4687985264,0.2949780556,3.973,3,0,0,1,carro
209,10,0.1259184201,0.2620744444,0.033,2,0,0,1,carro
210,10,23.7848767523,0.2665138889,6.339,1,2,2,2,051 - ATALAIA CENTRO 
248,10,24.00300442,0.2884638889,6.924,3,1,2,2,051 - ATALAIA CENTRO 
32446,10,21.1954933253,0.3107736111,6.587,3,2,2,2,051 - ATALAIA CENTRO 
32447,10,21.1954933253,0.3107736111,6.587,3,2,2,2,051 - ATALAIA CENTRO 
37945,10,20.3702468927,0.3916005556,7.977,3,1,2,2,051 - ATALAIA CENTRO 
37949,11,2.8780087291,0.0128561111,0.037,1,2,2,2,007 - FERNANDO COLLOR ATALAIA 
37950,10,18.7935954344,0.12616,2.371,3,1,2,2,100 1 - CIRCULAR SHOPPINGS 
37951,10,18.7935954344,0.12616,2.371,3,1,2,2,100 1 - CIRCULAR SHOPPINGS 
37953,10,14.9003918468,0.4622697222,6.888,3,1,2,2,715 - TIJUQUINHA  DES MAYNARD
37954,10,14.9003918468,0.4622697222,6.888,3,1,2,2,715 - TIJUQUINHA  DES MAYNARD
37955,10,25.554712163,0.4420711111,11.297,3,1,2,2,080 - BUGIO ATALAIA
37956,10,6.7696337146,0.1688422222,1.143,3,0,0,1,carro
37957,10,22.4681840403,0.3699008333,8.311,3,0,0,1,carro
37960,1,13.5322194429,0.4678463889,6.331,1,1,1,2,031 - EDUARDO GOMES DES. MAYNA
37961,10,17.9720982129,0.4540927778,8.161,3,1,2,2,080 - BUGIO ATALAIA
37962,12,14.7120528109,1.2791552778,18.819,2,0,0,1,carro
37964,10,29.540954446,0.2139402778,6.32,3,1,2,2,051 - ATALAIA CENTRO
37965,10,15.6202167121,0.3304691667,5.162,3,1,2,2,715 - TIJUQUINHA  DES MAYNARD
37967,1,0.0097793932,0.3067675,0.003,1,1,1,2,040 - MARCOS FREIRE II DIA
37969,1,16.778895188,0.1930997222,3.24,1,1,1,2,031 - EDUARDO GOMES DES. MAYNA
37971,1,4.8714479026,0.0086216667,0.042,3,1,1,2,031 - EDUARDO GOMES DES. MAYNA
37972,1,4.8714479026,0.0086216667,0.042,3,1,1,2,031 - EDUARDO GOMES DES. MAYNA
37973,1,0.3666627866,0.0190911111,0.007,2,0,0,1,carro
37979,1,0.5592170961,0.05007,0.028,3,1,2,2,034 - TERM ROD L  BATISTA
37982,1,4.6803900325,0.0038458333,0.018,3,1,2,2,034 - TERM ROD L  BATISTA
37983,1,1.601352253,0.0062447222,0.01,3,1,2,2,034 - TERM ROD L  BATISTA
37989,10,18.7052756318,0.4369355556,8.173,1,1,1,2,702 - AUGUSTO FRANCO BEIRA MAR
37990,1,1.8341612533,0.0021808333,0.004,3,1,2,2,020 - PIABETA DIA
37992,10,13.5582998412,0.5305975,7.194,2,0,0,1,carro
37993,13,0.1020321401,0.0098008333,0.001,3,1,2,2,031 - EDUARDO GOMES DES. MAYNA
37995,10,0.177183941,0.2144663889,0.038,3,1,2,2,001 - A FRANCO BUGIO
37996,13,25.9576025205,0.5374533333,13.951,2,0,0,1,carro
37997,13,25.9576025205,0.5374533333,13.951,2,0,0,1,carro
37998,1,1.4140938016,0.0035358333,0.005,3,0,0,1,carro
38000,1,16.6853680431,0.4456,7.435,3,2,2,2,715 - TIJUQUINHA  DES MAYNARD
38001,10,10.9412890874,0.7660888889,8.382,3,1,2,2,007 - FERNANDO COLLOR ATALAIA
38002,12,30.3970446455,0.8047163889,24.461,3,0,0,1,carro
38003,14,6.7597358233,0.4878888889,3.298,2,0,0,1,carro
38012,15,25.6549384144,0.3566175,9.149,2,0,0,1,carro
38013,15,17.6544921329,0.5255886111,9.279,1,0,0,1,carro
38015,10,24.5047380203,0.1980433333,4.853,1,2,2,2,051 - ATALAIA CENTRO
38016,1,11.5665726177,0.4413580556,5.105,1,3,1,2,031 - EDUARDO GOMES DES. MAYNA
38017,16,14.6308963601,0.7667336111,11.218,2,0,0,1,carro
38018,17,0.3984756724,0.0175669444,0.007,3,1,2,2,061 - M. FREIRE CENTRO
38019,16,9.0768586076,0.5124019444,4.651,2,0,0,1,carro
38020,18,25.4513325534,0.1939780556,4.937,3,0,0,1,carro
38021,18,25.4513325534,0.1939780556,4.937,3,0,0,1,carro
38022,1,19.376793917,0.3513997222,6.809,1,2,2,2,031 - EDUARDO GOMES DES. MAYNA
38024,10,7.138067878,0.5808294444,4.146,3,1,2,2,051 - ATALAIA CENTRO
38030,1,1.7831870931,0.0039255556,0.007,3,1,2,2,031 - EDUARDO GOMES DES. MAYNA
38031,19,0.1720122102,0.4592697222,0.079,3,1,2,2,020 - PIABETA DIA
38039,20,1.3116119294,0.0160108333,0.021,3,1,2,2,002 - FERNANDO COLLOR DIA
38044,21,23.1993918615,0.2342302778,5.434,3,2,2,2,001 - A FRANCO BUGIO
38045,21,23.5029280217,0.1594269444,3.747,3,1,2,2,001 - A FRANCO BUGIO
38064,22,1.4451421176,0.0927244444,0.134,3,2,2,2,707 - CASTELO BRANCO CENTRO
38069,23,0.5362462761,0.0223777778,0.012,3,1,2,2,001 - A FRANCO BUGIO
38072,24,36.6470717275,0.2000705556,7.332,3,0,0,1,carro
38073,24,31.3673367669,0.2558075,8.024,3,0,0,1,carro
38074,24,25.5623968268,0.1775263889,4.538,3,0,0,1,carro
38075,24,38.028107365,0.1713469444,6.516,3,0,0,1,carro
38076,24,28.1424373939,0.2267038889,6.38,3,0,0,1,carro
38077,24,21.8120695152,0.1437736111,3.136,3,0,0,1,carro
38079,24,23.8285145973,0.1969069444,4.692,2,0,0,1,carro
38080,24,28.3366193216,0.1104577778,3.13,3,0,0,1,carro
38081,24,30.0517318881,0.2187561111,6.574,2,0,0,1,carro
38082,24,30.1737883867,0.2553872222,7.706,3,0,0,1,carro
38084,25,1.1537721941,0.0130008333,0.015,1,3,2,2,721 - CASTELO BRANCO SUISSA
38090,26,0.8432229856,0.0071155556,0.006,3,1,2,2,002 - FERNANDO COLLOR DIA
38092,27,1.3729977117,0.0167516667,0.023,3,1,2,2,060 - PADRE PEDRO CAMPUS
